SiteName,SiteEngName,DamName,County,Township,TWD97Lon,TWD97Lat,TWD97TM2X,TWD97TM2Y,SampleDate,SampleLayer,SampleDepth,ItemName,ItemEngName,ItemEngAbbreviation,ItemValue,ItemUnit
霧社水庫一,Wu-She Reservoir I,霧社水庫,南投縣,仁愛鄉,121.1363890,23.9830760,263878.27,2653155.57,2009-11-09,中上水,2.8m,葉綠素a,Chlorophyl-A,Chl-A,2.6,μg/L
霧社水庫一,Wu-She Reservoir I,霧社水庫,南投縣,仁愛鄉,121.1363890,23.9830760,263878.27,2653155.57,2009-11-09,中上水,2.8m,總磷,Total-Phosphate,TP,0.0087,mg/L
霧社水庫一,Wu-She Reservoir I,霧社水庫,南投縣,仁愛鄉,121.1363890,23.9830760,263878.27,2653155.57,2009-11-09,中上水,2.8m,正磷酸鹽,PO4-P,PO43-,0.0118,mg/L
霧社水庫一,Wu-She Reservoir I,霧社水庫,南投縣,仁愛鄉,121.1363890,23.9830760,263878.27,2653155.57,2009-11-09,中上水,2.8m,溶氧飽和度,Dissolved Oxygen Saturation,DOS,88.4,%
霧社水庫一,Wu-She Reservoir I,霧社水庫,南投縣,仁愛鄉,121.1363890,23.9830760,263878.27,2653155.57,2009-11-09,中上水,2.8m,溶氧(滴定法),Dissolved Oxygen,DO2,7.0,mg/L
霧社水庫一,Wu-She Reservoir I,霧社水庫,南投縣,仁愛鄉,121.1363890,23.9830760,263878.27,2653155.57,2009-11-09,中上水,2.8m,總鹼度,Alkalinity,Alk,165,mg/L as CaCO3
霧社水庫一,Wu-She Reservoir I,霧社水庫,南投縣,仁愛鄉,121.1363890,23.9830760,263878.27,2653155.57,2009-11-09,中上水,2.8m,總硬度,Total Hardness,TH,195,mg/L as CaCO3
霧社水庫一,Wu-She Reservoir I,霧社水庫,南投縣,仁愛鄉,121.1363890,23.9830760,263878.27,2653155.57,2009-11-09,中上水,2.8m,亞硝酸鹽氮,Nitrite-Nitrogen,NO2-N,0.005,mg/L
霧社水庫一,Wu-She Reservoir I,霧社水庫,南投縣,仁愛鄉,121.1363890,23.9830760,263878.27,2653155.57,2009-11-09,中上水,2.8m,硝酸鹽氮,Nitrate-Nitrogen,NO3-N,0.31,mg/L
霧社水庫一,Wu-She Reservoir I,霧社水庫,南投縣,仁愛鄉,121.1363890,23.9830760,263878.27,2653155.57,2009-11-09,中上水,2.8m,氨氮,NH3-N,NH3-N,0.03,mg/L
霧社水庫一,Wu-She Reservoir I,霧社水庫,南投縣,仁愛鄉,121.1363890,23.9830760,263878.27,2653155.57,2009-11-09,中上水,2.8m,總有機碳,Total Organic Carbon,TOC,0.86,mg/L
霧社水庫一,Wu-She Reservoir I,霧社水庫,南投縣,仁愛鄉,121.1363890,23.9830760,263878.27,2653155.57,2009-11-09,中上水,2.8m,化學需氧量,Chemical Oxygen Demand,COD,4.6,mg/L
霧社水庫一,Wu-She Reservoir I,霧社水庫,南投縣,仁愛鄉,121.1363890,23.9830760,263878.27,2653155.57,2009-11-09,中上水,2.8m,溶氧(電極法),Dissolved Oxygen,DO,6.9,mg/L
霧社水庫一,Wu-She Reservoir I,霧社水庫,南投縣,仁愛鄉,121.1363890,23.9830760,263878.27,2653155.57,2009-11-09,中上水,2.8m,懸浮固體,Suspended Solid,SS,7.6,mg/L
