"lineid","car","time","location","longitude","latitude","cityid","cityname"
"241011","013-R5","2018/05/28 22:19:16","新北市八里區中山路三段409號","121.368661666667","25.134505","6500200","三重區"
"241018","268-UM","2018/05/28 22:19:14","新北市五股區成泰路三段544-1號","121.454318333333","25.1027133333333","6500200","三重區"
"251004","009-UM","2018/05/28 22:19:08","新北市淡水區民族路33號","121.462348333333","25.1358066666667","6501000","淡水區"
"251008","181-VK","2018/05/28 22:19:01","新北市淡水區學府路104號","121.449876666667","25.1717666666667","6501000","淡水區"
"251010","413-VK","2018/05/28 22:19:08","新北市淡水區沙崙路200號","121.424691666667","25.183915","6501000","淡水區"
"251007","442-VK","2018/05/28 22:19:13","新北市淡水區北新路180號","121.449391666667","25.17876","6501000","淡水區"
"251011","650-BX","2018/05/28 22:19:08","新北市淡水區水碓街7號","121.443188333333","25.1771833333333","6501000","淡水區"
