00:00,285.9,713.2,37.5,144.9,728.8,84.2,26.2,6.9,41.9,34.8,0.0,29.9,0.0
00:10,286.0,708.6,36.3,145.9,720.4,96.1,26.0,6.7,40.0,33.9,0.0,35.8,0.0
00:20,286.0,706.8,48.7,145.9,719.7,99.8,26.2,6.6,44.3,34.3,0.0,28.1,-24.8
00:30,286.6,706.7,55.0,144.3,740.3,83.2,25.9,6.5,41.6,34.3,0.0,14.5,-24.6
00:40,286.2,711.0,48.6,145.4,731.5,83.5,26.1,6.5,39.6,34.0,0.0,0.0,-24.5
00:50,286.5,709.4,42.8,145.0,739.3,74.9,26.1,6.3,41.3,35.0,0.0,0.0,-24.5
01:00,286.0,711.0,42.4,145.3,727.2,57.8,25.9,6.2,48.3,34.5,0.0,0.0,-24.9
01:10,286.3,707.6,49.7,145.6,762.1,50.8,26.0,6.1,41.5,34.3,0.0,0.0,-51.0
01:20,286.0,709.6,71.1,144.8,749.4,52.1,26.0,6.1,41.9,35.5,0.0,0.0,-74.8
01:30,286.0,710.5,50.1,145.5,766.9,52.2,25.9,6.0,38.7,35.5,0.0,0.0,-74.9
01:40,286.8,709.2,40.4,145.0,749.4,44.4,26.0,5.9,41.4,35.4,0.0,0.0,-74.9
01:50,286.5,709.2,45.8,145.8,756.9,47.1,26.2,5.8,39.8,34.9,0.0,0.0,-75.5
02:00,286.2,707.0,47.7,145.3,728.0,51.2,26.1,5.7,40.3,36.1,0.0,0.0,-75.5
02:10,285.8,713.1,42.3,145.9,726.3,52.2,25.8,5.6,47.6,35.6,0.0,0.0,-101.7
02:20,286.6,709.2,44.3,145.2,754.6,52.1,26.2,5.6,39.4,36.6,0.0,0.0,-102.0
02:30,286.8,707.7,39.1,145.4,734.8,52.2,26.0,5.7,41.1,35.7,0.0,0.0,-101.9
02:40,286.1,707.3,44.8,144.7,727.8,52.2,26.1,5.5,40.0,35.2,0.0,0.0,-102.1
02:50,286.6,706.0,44.2,144.7,735.3,44.2,26.2,5.5,41.0,35.6,0.0,0.0,-102.3
03:00,286.5,711.5,59.7,145.1,712.8,44.3,25.9,5.5,49.1,36.6,0.0,0.0,-128.1
03:10,286.0,710.2,43.6,145.4,720.0,51.0,26.4,5.5,44.0,37.9,0.0,0.0,-128.2
03:20,286.6,709.5,38.6,146.0,703.9,48.1,26.3,5.5,43.3,38.4,0.0,0.0,-127.3
03:30,286.2,707.5,46.1,145.4,720.5,44.6,26.6,5.5,40.6,38.7,0.0,0.0,-126.7
03:40,285.8,705.7,50.6,145.1,735.6,44.6,26.6,5.5,40.2,38.7,0.0,0.0,-128.0
03:50,286.4,708.6,45.8,145.4,727.3,44.6,26.3,5.5,44.5,39.0,0.0,0.0,-127.3
04:00,286.4,710.2,42.7,145.8,706.9,44.4,26.3,5.4,42.8,37.7,0.0,0.0,-127.2
04:10,286.3,709.3,43.9,145.0,711.3,44.5,26.2,5.4,40.8,37.8,0.0,0.0,-127.5
04:20,286.2,708.6,38.1,144.6,708.8,44.5,26.3,5.5,51.1,36.5,0.0,0.0,-127.5
04:30,286.3,709.8,44.8,145.4,706.6,44.4,26.3,5.5,43.3,37.0,0.0,0.0,-126.4
04:40,286.5,708.4,60.9,146.5,709.3,44.6,26.3,5.5,51.8,37.4,0.0,0.0,-153.1
04:50,286.3,710.5,46.6,145.8,727.4,44.6,26.4,5.4,44.3,35.6,0.0,0.0,-153.0
05:00,286.8,705.3,48.3,145.6,734.9,44.5,26.3,5.5,47.4,35.0,0.0,0.0,-152.2
05:10,285.6,706.7,49.2,144.6,741.0,44.6,26.2,5.6,49.6,34.6,0.0,0.0,-152.3
05:20,287.0,708.8,36.4,145.2,724.3,44.6,26.3,5.7,45.4,34.6,0.0,0.0,-152.2
05:30,285.9,707.2,39.5,145.0,747.5,44.5,26.2,5.7,52.5,34.2,0.0,0.0,-152.5
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
