SiteName,MonitorDate,Concentration,ItemUnit
馬公,2018-06-19,6,μg/m3
金門,2018-06-19,9,μg/m3
馬祖,2018-06-19,12,μg/m3
宜蘭,2018-06-19,7,μg/m3
陽明,2018-06-19,4,μg/m3
花蓮,2018-06-19,7,μg/m3
臺東,2018-06-19,5,μg/m3
恆春,2018-06-19,4,μg/m3
屏東,2018-06-19,5,μg/m3
前金,2018-06-19,,μg/m3
林園,2018-06-19,6,μg/m3
美濃,2018-06-19,2,μg/m3
臺南,2018-06-19,4,μg/m3
新營,2018-06-19,3,μg/m3
嘉義,2018-06-19,3,μg/m3
朴子,2018-06-19,4,μg/m3
斗六,2018-06-19,3,μg/m3
南投,2018-06-19,3,μg/m3
彰化,2018-06-19,4,μg/m3
忠明,2018-06-19,4,μg/m3
豐原,2018-06-19,3,μg/m3
三義,2018-06-19,2,μg/m3
苗栗,2018-06-19,3,μg/m3
新竹,2018-06-19,5,μg/m3
竹東,2018-06-19,4,μg/m3
平鎮,2018-06-19,4,μg/m3
桃園,2018-06-19,6,μg/m3
萬華,2018-06-19,6,μg/m3
士林,2018-06-19,5,μg/m3
板橋,2018-06-19,6,μg/m3
汐止,2018-06-19,6,μg/m3
基隆,2018-06-19,7,μg/m3
馬公,2018-06-16,33,μg/m3
金門,2018-06-16,16,μg/m3
馬祖,2018-06-16,19,μg/m3
宜蘭,2018-06-16,12,μg/m3
陽明,2018-06-16,8,μg/m3
花蓮,2018-06-16,8,μg/m3
臺東,2018-06-16,5,μg/m3
恆春,2018-06-16,4,μg/m3
屏東,2018-06-16,,μg/m3
前金,2018-06-16,9,μg/m3
林園,2018-06-16,6,μg/m3
美濃,2018-06-16,7,μg/m3
臺南,2018-06-16,10,μg/m3
新營,2018-06-16,9,μg/m3
嘉義,2018-06-16,10,μg/m3
朴子,2018-06-16,12,μg/m3
斗六,2018-06-16,14,μg/m3
南投,2018-06-16,16,μg/m3
彰化,2018-06-16,17,μg/m3
忠明,2018-06-16,15,μg/m3
豐原,2018-06-16,12,μg/m3
三義,2018-06-16,14,μg/m3
苗栗,2018-06-16,17,μg/m3
新竹,2018-06-16,19,μg/m3
竹東,2018-06-16,15,μg/m3
平鎮,2018-06-16,16,μg/m3
桃園,2018-06-16,16,μg/m3
萬華,2018-06-16,14,μg/m3
士林,2018-06-16,13,μg/m3
板橋,2018-06-16,16,μg/m3
汐止,2018-06-16,15,μg/m3
基隆,2018-06-16,,μg/m3
馬公,2018-06-13,25,μg/m3
金門,2018-06-13,28,μg/m3
馬祖,2018-06-13,21,μg/m3
宜蘭,2018-06-13,21,μg/m3
陽明,2018-06-13,19,μg/m3
花蓮,2018-06-13,19,μg/m3
臺東,2018-06-13,19,μg/m3
恆春,2018-06-13,20,μg/m3
屏東,2018-06-13,23,μg/m3
前金,2018-06-13,,μg/m3
林園,2018-06-13,23,μg/m3
美濃,2018-06-13,,μg/m3
臺南,2018-06-13,24,μg/m3
新營,2018-06-13,23,μg/m3
嘉義,2018-06-13,23,μg/m3
朴子,2018-06-13,26,μg/m3
斗六,2018-06-13,26,μg/m3
南投,2018-06-13,25,μg/m3
彰化,2018-06-13,28,μg/m3
忠明,2018-06-13,23,μg/m3
豐原,2018-06-13,22,μg/m3
