"lineid","car","time","location","longitude","latitude","cityid","cityname"
"232001","290-BY","2018/12/06 07:48:47","新北市坪林區下坑子口18-2號","121.709351666667","24.9465883333333","6502000","坪林區"
"232014","291-BY","2018/12/06 07:48:57","新北市坪林區金瓜寮36號","121.672866666667","24.895855","6502000","坪林區"
"232010","375-UM","2018/12/06 07:49:04","新北市坪林區磨壁潭12-2號","121.724618333333","24.93827","6502000","坪林區"
"232007","758-BX","2018/12/06 07:49:02","新北市坪林區魚堀49號","121.701396666667","24.9298816666667","6502000","坪林區"
"244022","069-UM","2018/12/06 07:48:57","新北市林口區粉寮69號","121.405111666667","25.0908033333333","6501700","林口區"
"244003","248-BX","2018/12/06 07:49:04","新北市林口區頂福22號","121.352923333333","25.0949333333333","6501700","林口區"
"244012","KEA-2802","2018/12/06 07:48:57","新北市林口區粉寮69號","121.404801666667","25.0907766666667","6501700","林口區"
"222006","289-BY","2018/12/06 07:49:04","新北市深坑區文化街98號","121.617028333333","25.0018283333333","6501800","深坑區"
"231069","189-VK","2018/12/06 07:48:59","新北市新店區安一路一段1-1號","121.519518333333","24.961135","6500600","新店區"
"231008","192-VK","2018/12/06 07:48:53","新北市新店區安康路一段222-3號","121.52265","24.9637266666667","6500600","新店區"
"226005","5620-A6","2018/12/06 07:49:06","新北市平溪區嶺腳里中華街15號","121.739803333333","25.02529","6502400","平溪區"
"226007","7418-A5","2018/12/06 07:49:06","新北市平溪區平湖里大厝1號","121.779285","25.0372416666667","6502400","平溪區"
"226003","AGD-0702","2018/12/06 07:35:51","新北市平溪區嶺腳里嶺腳寮83-2號","121.750305","25.0349983333333","6502400","平溪區"
"223006","022-BY","2018/12/06 07:49:09","新北市石碇區蚯蚓坑22-1號","121.688186666667","25.007165","6501900","石碇區"
"223002","KEA-2673","2018/12/06 07:48:55","新北市石碇區北宜路五段大湖巷6-1號","121.63292","24.9429716666667","6501900","石碇區"
"223003","205-TH","2018/12/06 07:48:11","新北市石碇區蛇舌子8-8號","121.65914","24.971185","6501900","石碇區"
"223004","437-BY","2018/12/06 07:48:51","新北市石碇區楓子林36-3號","121.64237","25.00956","6501900","石碇區"
"223001","592-UM","2018/12/06 07:48:52","新北市石碇區蛇舌子8-3號","121.66185","24.9706616666667","6501900","石碇區"
"223007","660-BX","2018/12/06 07:33:58","新北市石碇區靜安路一段337號","121.698836666667","25.014525","6501900","石碇區"
"223005","677-TV","2018/12/06 07:48:54","新北市石碇區楓子林30號","121.642366666667","25.0096866666667","6501900","石碇區"
"227007","282-VK","2018/12/06 07:48:59","新北市雙溪區雙溪里太平路41號","121.864746666667","25.0355666666667","6502500","雙溪區"
"252004","249-BX","2018/12/06 07:48:52","新北市三芝區店子里菜公坑102號","121.517465","25.2071183333333","6502100","三芝區"
"252007","AAC-283","2018/12/06 07:48:49","新北市三芝區後厝里北勢子12號","121.47499","25.255495","6502100","三芝區"
"242057","986-R7","2018/12/06 07:48:53","新北市新莊區三和路10號","121.441975","25.0357216666667","6500500","新莊區"
"242055","751-BX","2018/12/06 07:48:56","新北市新莊區新莊路664號","121.442416666667","25.0328766666667","6500500","新莊區"
"242026","615-BX","2018/12/06 07:48:58","新北市新莊區中港路323號","121.452505","25.0450033333333","6500500","新莊區"
"242024","613-BX","2018/12/06 07:49:06","新北市新莊區中港一街161號","121.44714","25.0449583333333","6500500","新莊區"
"242028","612-BX","2018/12/06 07:48:50","新北市新莊區幸福路690號","121.450295","25.0492916666667","6500500","新莊區"
"242043","566-BX","2018/12/06 07:48:52","新北市新莊區中正路384號","121.441963333333","25.0345866666667","6500500","新莊區"
"242047","497-BY","2018/12/06 07:49:02","新北市新莊區裕民街85巷17號","121.419616666667","25.0233433333333","6500500","新莊區"
"242052","441-UM","2018/12/06 07:49:03","新北市新莊區環漢路三段1號","121.442216666667","25.024145","6500500","新莊區"
"242001","440-UM","2018/12/06 07:49:04","新北市新莊區瓊林路56號","121.4456","25.02872","6500500","新莊區"
"242038","415-TV","2018/12/06 07:48:57","新北市新莊區新樹路40號","121.437676666667","25.0280166666667","6500500","新莊區"
"242008","413-TV","2018/12/06 07:48:55","新北市新莊區幸福路914號","121.4424","25.0487433333333","6500500","新莊區"
"242045","400-BY","2018/12/06 07:49:07","新北市新莊區中正路471號","121.44196","25.03333","6500500","新莊區"
"242022","362-BY","2018/12/06 07:49:06","新北市新莊區中港路303號","121.45279","25.044525","6500500","新莊區"
"242059","353-BY","2018/12/06 07:48:52","新北市新莊區中正路386號","121.44202","25.035115","6500500","新莊區"
"242033","135-UY","2018/12/06 07:48:59","新北市新莊區中正路471號","121.44199","25.0333183333333","6500500","新莊區"
"242049","172-VK","2018/12/06 07:49:05","新北市新莊區新樹路449巷23號","121.434745","25.01434","6500500","新莊區"
"242012","173-VK","2018/12/06 07:48:54","新北市新莊區三和路12-21號","121.442021666667","25.0386866666667","6500500","新莊區"
"242018","175-VK","2018/12/06 07:48:52","新北市新莊區中港路303號","121.452798333333","25.04451","6500500","新莊區"
"242016","233-RS","2018/12/06 07:48:52","新北市新莊區新泰路357巷3弄57號","121.442316666667","25.039575","6500500","新莊區"
"242030","348-TH","2018/12/06 07:48:50","新北市新莊區新泰路476巷4號","121.443343333333","25.0451733333333","6500500","新莊區"
"242003","349-TH","2018/12/06 07:49:00","新北市新莊區復興路一段6號","121.44569","25.04135","6500500","新莊區"
"242020","350-TH","2018/12/06 07:48:53","新北市新莊區中港路108號","121.455423333333","25.039745","6500500","新莊區"
"242014","351-TH","2018/12/06 07:49:02","新北市新莊區新泰路283號","121.445683333333","25.04054","6500500","新莊區"
"242040","281-VK","2018/12/06 07:49:02","新北市新莊區中正路473-1號","121.441995","25.033015","6500500","新莊區"
"242006","280-VK","2018/12/06 07:49:03","新北市新莊區三和路12-21號","121.44184","25.0381216666667","6500500","新莊區"
