"lineid","car","time","location","longitude","latitude","cityid","cityname"
"234026","9371-KE","2018/08/10 18:09:32","新北市永和區水源街6號","121.512765","25.0050483333333","6500400","永和區"
"249005","172-UM","2018/08/10 18:09:41","新北市八里區荖阡坑路15-40號","121.401675","25.1398016666667","6502300","八里區"
"249001","173-UM","2018/08/10 18:09:28","新北市八里區龍米路二段35號","121.44847","25.1400233333333","6502300","八里區"
"249004","303-UY","2018/08/10 18:09:41","新北市八里區龍米路二段150號","121.435868333333","25.1568516666667","6502300","八里區"
"249002","305-UY","2018/08/10 18:09:37","新北市八里區龍米路一段386巷8號","121.452331666667","25.13183","6502300","八里區"
"249003","593-UM","2018/08/10 18:09:37","新北市八里區松子腳3-2號","121.40302","25.1444266666667","6502300","八里區"
"248006","077-UY","2018/08/10 18:09:43","新北市五股區中興路二段61號","121.461516666667","25.07674","6501500","五股區"
"248008","095-VK","2018/08/10 18:09:29","新北市蘆洲區永安南路二段324號","121.456976666667","25.0828616666667","6501500","五股區"
"248018","225-UY","2018/08/10 18:09:41","新北市五股區成泰路三段93號","121.4439","25.090225","6501500","五股區"
"248014","261-SL","2018/08/10 18:09:40","新北市五股區成泰路一段231-13號","121.435453333333","25.0777416666667","6501500","五股區"
"248010","272-BY","2018/08/10 18:09:42","新北市五股區成泰路一段216號","121.43667","25.079105","6501500","五股區"
"248004","677-BX","2018/08/10 18:09:25","新北市五股區中興路三段165號","121.446386666667","25.0806383333333","6501500","五股區"
"232011","375-UM","2018/08/10 18:09:37","新北市坪林區國中路4號","121.71342","24.9387816666667","6502000","坪林區"
"244017","069-UM","2018/08/10 18:09:28","新北市林口區八德路36號","121.367705","25.0666583333333","6501700","林口區"
"244007","080-UY","2018/08/10 18:09:44","新北市林口區林口路124巷10弄1號","121.389081666667","25.081875","6501700","林口區"
"244019","403-UM","2018/08/10 18:09:26","新北市林口區文化一路一段100巷10弄1號","121.373955","25.070755","6501700","林口區"
"244013","KEA-2802","2018/08/10 18:09:41","新北市林口區中山路150-1號","121.391145","25.0788233333333","6501700","林口區"
"244009","410-SL","2018/08/10 18:09:24","新北市林口區福林路33號","121.379893333333","25.0884233333333","6501700","林口區"
"244023","483-VK","2018/08/10 18:09:38","新北市林口區東湖路117巷22號","121.383231666667","25.07255","6501700","林口區"
"244011","657-BX","2018/08/10 18:09:28","新北市林口區中正路30巷24號","121.396121666667","25.0780516666667","6501700","林口區"
"244025","837-TS","2018/08/10 18:09:31","新北市林口區南勢二街138號","121.358596666667","25.0729083333333","6501700","林口區"
"244021","838-TS","2018/08/10 18:09:35","新北市林口區自強四街1號","121.39872","25.0769266666667","6501700","林口區"
"243013","AAD-798","2018/08/10 18:09:36","新北市泰山區南林路99巷8-1號","121.416458333333","25.0495133333333","6501600","泰山區"
"222003","436-BY","2018/08/10 18:09:30","新北市深坑區阿柔洋45號","121.612248333333","24.9979883333333","6501800","深坑區"
"222002","659-BX","2018/08/10 18:09:44","新北市深坑區文化街52號","121.618973333333","25.001755","6501800","深坑區"
"231041","002-UM","2018/08/10 18:09:36","新北市新店區安華路28-1號","121.51972","24.9608116666667","6500600","新店區"
"231059","046-UY","2018/08/10 18:09:30","新北市新店區安一路一段1-1號","121.519556666667","24.96103","6500600","新店區"
"231040","047-UY","2018/08/10 18:09:31","新北市新店區安一路一段1-1號","121.519175","24.96106","6500600","新店區"
"231044","106-UY","2018/08/10 18:09:35","新北市新店區安華路28-1號","121.5197","24.960735","6500600","新店區"
"231046","107-UY","2018/08/10 18:09:40","新北市新店區直潭七街60號","121.53221","24.93991","6500600","新店區"
"231053","108-UY","2018/08/10 18:08:59","新北市新店區安康路一段299-1號","121.522211666667","24.9636966666667","6500600","新店區"
"231065","110-UY","2018/08/10 18:09:26","新北市新店區安一路一段1-1號","121.519111666667","24.961315","6500600","新店區"
"231048","187-VK","2018/08/10 18:09:31","新北市新店區安一路一段1-1號","121.519845","24.961085","6500600","新店區"
"231054","KEA-2219","2018/08/10 18:09:29","新北市新店區安一路一段1-1號","121.519943333333","24.9611916666667","6500600","新店區"
"231042","268-BY","2018/08/10 18:09:45","新北市新店區安華路28-1號","121.519425","24.9607316666667","6500600","新店區"
"231051","278-BY","2018/08/10 18:09:45","新北市新店區安一路一段1-1號","121.519673333333","24.9611466666667","6500600","新店區"
"231050","AAD-862","2018/08/10 18:09:42","新北市新店區安一路一段1-1號","121.520066666667","24.96115","6500600","新店區"
"231066","4716-K9","2018/08/10 18:09:33","新北市新店區安一路一段1-1號","121.51923","24.96115","6500600","新店區"
"231056","4715-K9","2018/08/10 18:09:37","新北市新店區安康路一段107-2號","121.5288","24.961595","6500600","新店區"
"231067","4772-VM","2018/08/10 18:09:41","新北市新店區安華路3號","121.51903","24.9604966666667","6500600","新店區"
"231049","513-UM","2018/08/10 18:09:31","新北市新店區安一路一段1-1號","121.519491666667","24.9611116666667","6500600","新店區"
"231061","619-UM","2018/08/10 18:09:29","新北市新店區安華路28-1號","121.519451666667","24.960835","6500600","新店區"
"231063","641-BX","2018/08/10 18:09:39","新北市新店區安華路28-1號","121.519516666667","24.96071","6500600","新店區"
"231062","720-UM","2018/08/10 18:09:34","新北市新店區安一路一段1-1號","121.518965","24.96169","6500600","新店區"
"231060","897-TW","2018/08/10 18:09:37","新北市新店區安華路28-1號","121.519543333333","24.9607583333333","6500600","新店區"
