SiteName,MonitorDate,Concentration,ItemUnit
馬公,2018-02-16,30,μg/m3
金門,2018-02-16,68,μg/m3
馬祖,2018-02-16,35,μg/m3
宜蘭,2018-02-16,20,μg/m3
陽明,2018-02-16,10,μg/m3
花蓮,2018-02-16,18,μg/m3
臺東,2018-02-16,12,μg/m3
恆春,2018-02-16,8,μg/m3
屏東,2018-02-16,20,μg/m3
前金,2018-02-16,29,μg/m3
美濃,2018-02-16,20,μg/m3
臺南,2018-02-16,38,μg/m3
新營,2018-02-16,51,μg/m3
嘉義,2018-02-16,46,μg/m3
朴子,2018-02-16,58,μg/m3
斗六,2018-02-16,43,μg/m3
南投,2018-02-16,26,μg/m3
彰化,2018-02-16,47,μg/m3
忠明,2018-02-16,39,μg/m3
豐原,2018-02-16,26,μg/m3
三義,2018-02-16,32,μg/m3
苗栗,2018-02-16,56,μg/m3
新竹,2018-02-16,50,μg/m3
竹東,2018-02-16,52,μg/m3
平鎮,2018-02-16,50,μg/m3
桃園,2018-02-16,48,μg/m3
萬華,2018-02-16,44,μg/m3
士林,2018-02-16,44,μg/m3
板橋,2018-02-16,47,μg/m3
汐止,2018-02-16,41,μg/m3
基隆,2018-02-16,42,μg/m3
馬公,2018-02-13,29,μg/m3
金門,2018-02-13,33,μg/m3
馬祖,2018-02-13,33,μg/m3
宜蘭,2018-02-13,21,μg/m3
陽明,2018-02-13,19,μg/m3
花蓮,2018-02-13,18,μg/m3
臺東,2018-02-13,15,μg/m3
恆春,2018-02-13,14,μg/m3
屏東,2018-02-13,45,μg/m3
前金,2018-02-13,41,μg/m3
美濃,2018-02-13,39,μg/m3
臺南,2018-02-13,36,μg/m3
新營,2018-02-13,36,μg/m3
嘉義,2018-02-13,40,μg/m3
朴子,2018-02-13,33,μg/m3
斗六,2018-02-13,44,μg/m3
南投,2018-02-13,,μg/m3
彰化,2018-02-13,33,μg/m3
忠明,2018-02-13,31,μg/m3
豐原,2018-02-13,30,μg/m3
三義,2018-02-13,30,μg/m3
苗栗,2018-02-13,29,μg/m3
新竹,2018-02-13,26,μg/m3
竹東,2018-02-13,24,μg/m3
平鎮,2018-02-13,22,μg/m3
桃園,2018-02-13,21,μg/m3
萬華,2018-02-13,21,μg/m3
士林,2018-02-13,21,μg/m3
板橋,2018-02-13,20,μg/m3
汐止,2018-02-13,21,μg/m3
基隆,2018-02-13,21,μg/m3
馬公,2018-02-10,20,μg/m3
金門,2018-02-10,48,μg/m3
馬祖,2018-02-10,37,μg/m3
宜蘭,2018-02-10,5,μg/m3
陽明,2018-02-10,,μg/m3
花蓮,2018-02-10,4,μg/m3
臺東,2018-02-10,4,μg/m3
恆春,2018-02-10,3,μg/m3
屏東,2018-02-10,56,μg/m3
前金,2018-02-10,68,μg/m3
美濃,2018-02-10,53,μg/m3
臺南,2018-02-10,54,μg/m3
新營,2018-02-10,54,μg/m3
嘉義,2018-02-10,60,μg/m3
朴子,2018-02-10,,μg/m3
斗六,2018-02-10,,μg/m3
南投,2018-02-10,47,μg/m3
彰化,2018-02-10,38,μg/m3
忠明,2018-02-10,35,μg/m3
豐原,2018-02-10,24,μg/m3
三義,2018-02-10,9,μg/m3
苗栗,2018-02-10,31,μg/m3
新竹,2018-02-10,27,μg/m3
竹東,2018-02-10,25,μg/m3
平鎮,2018-02-10,22,μg/m3
桃園,2018-02-10,18,μg/m3
萬華,2018-02-10,24,μg/m3
士林,2018-02-10,21,μg/m3
板橋,2018-02-10,26,μg/m3
汐止,2018-02-10,15,μg/m3
基隆,2018-02-10,17,μg/m3
馬公,2018-02-07,20,μg/m3
金門,2018-02-07,28,μg/m3
馬祖,2018-02-07,38,μg/m3
宜蘭,2018-02-07,14,μg/m3
陽明,2018-02-07,7,μg/m3
花蓮,2018-02-07,12,μg/m3
臺東,2018-02-07,12,μg/m3
恆春,2018-02-07,9,μg/m3
屏東,2018-02-07,39,μg/m3
前金,2018-02-07,50,μg/m3
美濃,2018-02-07,36,μg/m3
臺南,2018-02-07,43,μg/m3
新營,2018-02-07,42,μg/m3
嘉義,2018-02-07,51,μg/m3
朴子,2018-02-07,37,μg/m3
斗六,2018-02-07,45,μg/m3
南投,2018-02-07,44,μg/m3
彰化,2018-02-07,32,μg/m3
