SiteName,SiteEngName,DamName,County,Township,TWD97Lon,TWD97Lat,TWD97TM2X,TWD97TM2Y,SampleDate,SampleLayer,SampleDepth,ItemName,ItemEngName,ItemEngAbbreviation,ItemValue,ItemUnit
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-05-14,表水,0.5m,葉綠素a,Chlorophyl-A,Chl-A,2.8,μg/L
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-05-14,表水,0.5m,總磷,Total-Phosphate,TP,0.023,mg/L
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-05-14,表水,0.5m,溶氧飽和度,Dissolved Oxygen Saturation,DOS,113.0,%
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-05-14,表水,0.5m,總氮,Total Nitrogen,TN,0.20,mg/L
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-05-14,表水,0.5m,氨氮,NH3-N,NH3-N,<0.01,mg/L
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-05-14,表水,0.5m,總有機碳,Total Organic Carbon,TOC,1.70,mg/L
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-05-14,表水,0.5m,化學需氧量,Chemical Oxygen Demand,COD,4.0,mg/L
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-05-14,表水,0.5m,溶氧(電極法),Dissolved Oxygen,DO,8.7,mg/L
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-05-14,表水,0.5m,懸浮固體,Suspended Solid,SS,19.1,mg/L
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-05-14,表水,0.5m,氣溫,Temperature,TMP,28.4,℃
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-05-14,表水,0.5m,採樣深度,Sampling Depth,SDP,0.5,m
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-05-14,表水,0.5m,導電度,Conductivity,EC,448,μmho/cm25℃
湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,2018-05-14,表水,0.5m,濁度,Turbidity,TB,20,NTU
