00:00,287.6,687.3,70.2,228.2,747.9,150.3,65.0,6.5,49.4,12.5,0.0,14.1,-24.5
00:10,287.1,675.1,52.3,227.0,742.7,136.1,64.9,6.3,55.8,12.2,0.0,17.0,-24.4
00:20,287.6,665.3,50.6,227.2,761.5,113.3,64.8,6.2,58.8,13.0,0.0,14.9,-24.5
00:30,286.6,665.2,68.3,227.3,759.5,110.2,64.7,6.1,44.6,12.7,0.0,14.3,-25.4
00:40,287.6,667.8,63.0,227.9,760.7,110.4,64.8,5.9,57.4,12.7,0.0,1.6,-48.5
00:50,287.4,668.0,67.2,227.5,751.6,115.6,65.0,5.8,57.0,13.2,0.0,0.0,-66.4
01:00,287.4,665.1,53.6,227.0,749.8,115.7,64.9,5.8,54.7,13.8,0.0,0.0,-75.4
01:10,287.3,666.1,72.9,227.3,746.3,115.3,64.8,5.6,52.3,13.8,0.0,0.0,-101.0
01:20,287.3,667.3,61.4,227.7,757.6,115.7,65.0,5.4,50.5,15.2,0.0,0.0,-101.2
01:30,287.3,666.8,69.4,226.8,753.0,115.5,65.0,5.4,51.0,15.8,0.0,0.0,-128.0
01:40,287.1,665.8,68.0,226.7,774.1,115.3,64.8,5.3,46.8,16.7,0.0,0.0,-128.3
01:50,287.8,665.1,58.4,227.3,767.2,115.7,65.1,4.3,54.5,17.2,0.0,0.0,-154.0
02:00,287.7,666.2,59.0,227.3,777.4,102.2,64.8,5.3,51.4,17.2,0.0,0.0,-153.8
02:10,287.4,667.1,63.1,227.6,785.2,90.1,64.8,5.2,48.6,17.6,0.0,0.0,-154.4
02:20,288.0,662.9,50.1,227.9,767.1,89.6,65.0,5.1,62.2,16.8,0.0,0.0,-153.2
02:30,287.8,660.8,61.3,227.7,776.5,89.4,65.0,5.2,52.4,17.7,0.0,0.0,-152.5
02:40,287.7,660.3,65.2,228.0,765.8,89.5,64.7,5.1,53.2,18.3,0.0,0.0,-153.6
02:50,287.7,660.8,53.4,227.5,760.6,89.4,64.8,5.1,55.7,19.3,0.0,0.0,-152.9
03:00,287.4,664.1,52.3,227.1,753.1,89.4,64.9,5.0,61.2,20.7,0.0,0.0,-153.2
03:10,286.6,656.7,69.4,227.1,742.2,89.2,64.9,5.0,51.4,21.1,0.0,0.0,-152.6
03:20,287.0,649.3,60.7,227.9,753.4,89.3,64.8,4.1,49.6,23.6,0.0,0.0,-152.7
03:30,287.4,638.9,53.4,227.0,760.0,89.4,65.0,5.0,56.3,25.5,0.0,0.0,-153.1
03:40,287.1,638.0,57.3,226.9,772.7,89.4,64.5,5.0,48.8,26.8,0.0,0.0,-153.7
03:50,287.7,640.4,58.6,227.2,765.6,89.4,64.7,5.0,45.0,29.1,0.0,0.0,-152.7
04:00,287.8,641.8,63.3,227.5,754.3,89.5,64.8,5.0,44.0,30.0,0.0,0.0,-152.7
04:10,288.0,642.6,43.6,227.4,751.3,89.6,64.9,5.0,53.0,31.7,0.0,0.0,-152.0
04:20,287.3,643.8,57.7,228.2,746.9,89.6,64.6,5.1,42.2,34.9,0.0,0.0,-152.2
04:30,287.7,640.2,51.9,227.5,749.5,89.3,64.8,5.1,49.6,36.6,0.0,0.0,-152.1
04:40,287.7,639.6,59.1,227.2,754.9,89.2,64.8,5.1,44.4,38.2,0.0,0.0,-152.1
04:50,287.9,640.5,52.2,227.7,753.7,89.4,65.1,5.1,45.4,41.6,0.0,0.0,-152.3
05:00,286.8,643.8,61.0,227.3,753.1,89.6,64.5,5.1,45.2,43.1,0.0,0.0,-151.5
05:10,287.4,642.3,58.3,226.7,765.5,92.5,64.8,4.2,39.8,44.1,0.0,0.0,-150.8
05:20,287.4,640.4,49.8,227.5,769.2,96.5,65.0,5.3,46.0,45.8,0.0,0.0,-150.0
05:30,287.2,639.3,59.3,227.5,780.4,102.4,64.9,5.3,38.6,46.3,0.0,0.0,-150.1
05:40,287.1,639.0,57.4,227.3,773.8,114.2,64.8,4.4,43.4,48.8,0.0,0.0,-151.0
05:50,287.5,641.3,54.0,227.4,752.1,129.5,64.6,5.5,38.6,51.6,0.0,0.0,-149.3
06:00,287.1,639.0,56.7,227.4,762.9,141.9,64.6,5.6,51.4,52.3,0.0,0.0,-150.3
06:10,287.5,640.0,44.0,227.3,773.2,141.9,64.8,5.8,45.8,51.1,0.0,0.0,-124.2
06:20,288.1,640.6,60.9,226.9,776.0,150.6,64.8,5.9,47.5,51.0,0.0,0.0,-124.1
06:30,287.2,648.8,65.8,227.3,788.0,155.3,64.8,5.9,38.2,50.7,0.0,0.0,-124.8
06:40,288.0,666.2,58.4,226.6,762.1,179.4,64.9,6.1,36.4,51.3,0.0,0.0,-122.8
06:50,287.8,671.3,63.6,227.8,755.8,174.3,65.0,6.3,44.0,52.2,0.0,0.0,-124.6
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
