"lineid","car","time","location","longitude","latitude","cityid","cityname"
"247010","341-TH","2018/03/12 22:31:42","新北市八里區中山路三段409號","121.368748333333","25.135575","6501400","蘆洲區"
"251004","009-UM","2018/03/12 22:31:46","新北市淡水區民族路19號","121.460496666667","25.1369016666667","6501000","淡水區"
"251008","181-VK","2018/03/12 22:31:37","新北市淡水區水源街一段71巷15號","121.444956666667","25.1731916666667","6501000","淡水區"
"251010","413-VK","2018/03/12 22:31:41","新北市淡水區中正路一段22巷101號","121.427126666667","25.1867","6501000","淡水區"
